Date,Type,,Name,Location,State,Area,Wall / Boulder,Link,Grade,,,Danger,Status,,Protection,A.,Notes,Rating,Felt,Suggested
3/7/2024,Boulder,lewis-and-clark-state-recreation-site-downtown-traffic,Downtown Traffic,Lewis and Clark State Recreation Site,OR,Labyrinth Zone,-,-,V9,,51,PG-13,Attempt,,Pads,,,,,
3/7/2024,Boulder,lewis-and-clark-state-recreation-site-tricks-are-for-sidekicks,Tricks are for sidekicks,Lewis and Clark State Recreation Site,OR,Labyrinth Zone,-,-,V4,7b,25,-,Attempt,,Pads,,,,,V5
3/7/2024,Boulder,lewis-and-clark-state-recreation-site-dabby-hard,Dabby Hard,Lewis and Clark State Recreation Site,OR,Labyrinth Zone,-,-,V8,7b,46,-,Attempt,,Pads,,,,,V8
3/7/2024,Boulder,lewis-and-clark-state-recreation-site-los-polbitos,Los Polbitos,Lewis and Clark State Recreation Site,OR,Manitou Zone,Manitou Boulder,-,V5,7b,31,PG-13,Day Flash,,Pads,,,,,V5
3/7/2024,Boulder,lewis-and-clark-state-recreation-site-contempt-is-my-armour,Contempt is my Armour,Lewis and Clark State Recreation Site,OR,Blackhole Zone,Persistance of Memory,-,V4,7b,25,-,Sent,,Pads,,,,,V4
3/8/2024,Boulder,carver-climbing-club-honey-bear-hookah,Honey Bear Hookah,Carver Climbing Club,OR,Columbia Boulders,Wrecker Anchor,Mountain Project,V6,7a,38,-,Attempt,FALSE,Pads,20,"Feels rough, but need flexibility for that left heel.",,,V6
3/8/2024,Boulder,carver-climbing-club-honey-bear-hookah-direct,Honey Bear Hookah Direct,Carver Climbing Club,OR,Columbia Boulders,Wrecker Anchor,Mountain Project,V6,7a,38,-,Attempt,FALSE,Pads,5,"Radical, hit the dyno. Gaston and drop knee is sexy",,,V6
11/29/2023,Boulder,carver-climbing-club-naughty-karate,Naughty Karate,Carver Climbing Club,OR,Stump Boulders,Stump Boulder,Mountain Project,V10,7c+,55,-,Attempt,FALSE,Pads,15,"Finally unlocked brining the left hand up. Just switched to a toe hook with the right foot, rolling the heel out. Someone mentioned bicycle it just clicked. Almost got iron cross.",,,V10
11/29/2023,Boulder,carver-climbing-club-dolza,Dolza,Carver Climbing Club,OR,Stump Boulders,Stump Boulder,Mountain Project,V10,7c+,55,-,Attempt,FALSE,Pads,10,So confused how to start.,,,V10
3/15/2024,Boulder,index-midnite,Midnite,Index,WA,Zelda Boulders,Midnite Boulder,Mountain Project,V9,7c+,51,-,Attempt,FALSE,Pads,10,"Impossible, tried to bump left, lift right, can't.",,,V9
3/15/2024,Boulder,index-the-engineer,The Engineer,Index,WA,Zelda Boulders,Engineer,Mountain Project,V7,7a+,42,-,Attempt,FALSE,Pads,15,"Roped it, so scary. Very high steps with right hand bumps. Tried dougs left foot on arete and right heel to lean. Very hard. Can't do other way though.",,,V7
3/16/2024,Boulder,index-ross-bongo,Ross Bongo,Index,WA,Gold Bar Boulders,Five Star Boulder,Mountain Project,V8,7a+,46,-,Attempt,FALSE,Pads,10,"Far far harder than I anticiptated.  Was able to cross with a right foot on incut drop knee, but couldn't bring left foot in. Found the other moves violent and harder. Wow.",,,V8
3/16/2024,Boulder,index-kombucha,Kombucha,Index,WA,Gold Bar Boulders,Five Star Boulder,Mountain Project,V7,7c+,42,-,Attempt,,Pads,4,"So mega, so scary.",,,
3/16/2024,Boulder,index-ebriosity,Ebriosity,Index,WA,Gold Bar Boulders,Five Star Boulder,Mountain Project,V10+,7c+,56,-,Attempt,FALSE,Pads,20,"I'm still in love, had a very particular beta.",,,V10+
3/17/2024,Boulder,leavenworth-the-hesitator,The Hesitator,Leavenworth,WA,Forestlands,The Hesitator,Mountain Project,V2,5+,17,-,Attempt,FALSE,Pads,1,Just tried with flip flops on.,,,V2
3/17/2024,Boulder,leavenworth-slice-of-cake,Slice of Cake,Leavenworth,WA,Forestlands,Barney's Rubble,Mountain Project,V7-,7b,41,-,Attempt,,Pads,10,Very hard on skin first move.,,,
3/17/2024,Boulder,leavenworth-runner,Runner,Leavenworth,WA,Forestlands,Lock & Pop Boulder,Mountain Project,V0,7b,7,-,Sent,,Pads,4,Easy run and grab.,,,
3/17/2024,Boulder,leavenworth-marathon-man-(run),Marathon Man (Run),Leavenworth,WA,Forestlands,Lock & Pop Boulder,Mountain Project,V0,7b,7,-,Sent,,Pads,4,Easy run and grab.,,,
3/17/2024,Boulder,leavenworth-runner-(no-hands),Runner (No Hands),Leavenworth,WA,Forestlands,Lock & Pop Boulder,Mountain Project,V0,7b,7,-,Attempt,,Pads,4,"So hard, I'm bad at slab.",,,
3/17/2024,Boulder,leavenworth-the-ruminator,The Ruminator,Leavenworth,WA,Forestlands,Ruminator Boulder,Mountain Project,V5,7b,31,-,Attempt,,Pads,2,"Roped at terrified, got up to jug barely. Scrapped pads on way down.",,,
3/17/2024,Boulder,leavenworth-busted,Busted,Leavenworth,WA,Forestlands,Busted Boulder,Mountain Project,V7-8,7b,44,-,Attempt,FALSE,Pads,5,"First move second try, good to know I've powered up there. Found grabbing right hard and going up still feels improbable.",,,
3/17/2024,Boulder,leavenworth-cruise-control,Cruise Control,Leavenworth,WA,Forestlands,Busted Boulder,Mountain Project,V6,7b,38,-,Sent,,Pads,20,"I'm in love, what a great climb. Right foot on, left squared up, catch undercling. Switch feet and right to chip. Match in, sit into left foot with knee out, get pinch. Flag perfeclty, yard off pinch to static crimp and get jug.",,,
3/22/2024,Boulder,red-rock-canyon-perfect-poser,Perfect Poser,Red Rock Canyon,NV,Kraft Boulders,Cube Boulder,Mountain Project,V1,7b,13,R,Attempt,,Pads,2,"So scary, won't commit to top.",,,
3/22/2024,Boulder,red-rock-canyon-big-love,Big Love,Red Rock Canyon,NV,Kraft Boulders,Cube Boulder,Mountain Project,V4,7b,25,R,Attempt,,Pads,4,"Even scarier, watching Zach do it was insane.",,,
3/22/2024,Boulder,red-rock-canyon-total-devastation,Total Devastation,Red Rock Canyon,NV,Kraft Boulders,Cube Boulder,Mountain Project,V2,,17,-,Attempt,,Pads,1,This is high and spooky.,,,
3/22/2024,Boulder,red-rock-canyon-fear-of-a-black-hat,Fear of a Black Hat,Red Rock Canyon,NV,Kraft Boulders,Cube Boulder,Mountain Project,V9,,51,-,Attempt,,Pads,1,Fucking crazy.,,,
3/22/2024,Boulder,red-rock-canyon-west-face-left,West Face Left,Red Rock Canyon,NV,Kraft Boulders,Cube Boulder,Mountain Project,V0,,7,-,Attempt,,Pads,3,"No thank you, even though it's easy.",,,
3/22/2024,Boulder,red-rock-canyon-squeeze-job,Squeeze Job,Red Rock Canyon,NV,Kraft Boulders,Lava Boulder,Mountain Project,V2,,17,-,Attempt,,Pads,2,"Fucking hard, thought things were gonna be rought after this.",,,
3/22/2024,Boulder,red-rock-canyon-the-groove,The Groove,Red Rock Canyon,NV,Kraft Boulders,Lava Boulder,Mountain Project,V1,,13,-,Sent,,Pads,2,First try without pads spooky.,,,
3/22/2024,Boulder,red-rock-canyon-left-left,Left Left,Red Rock Canyon,NV,Kraft Boulders,Lava Boulder,Mountain Project,V2,,17,-,Flash,,Pads,1,No notes.,,,
3/22/2024,Boulder,red-rock-canyon-lava-adjacent-left,Lava Adjacent Left,Red Rock Canyon,NV,Kraft Boulders,Lava Adjacent,Mountain Project,V0,,7,-,Flash,,Pads,1,That was a good time.,,,
3/22/2024,Boulder,red-rock-canyon-the-bush,The Bush,Red Rock Canyon,NV,Kraft Boulders,The Bush Boulder,Mountain Project,V5,,31,-,Attempt,,Pads,1,Weird shitter.,,,
3/22/2024,Boulder,red-rock-canyon-plumbers-crack,Plumbers Crack,Red Rock Canyon,NV,Kraft Boulders,Split Boulder,Mountain Project,V0,7b,7,-,Attempt,,Pads,3,What the fuck it's scary.,,,
3/22/2024,Boulder,red-rock-canyon-potato-chip,Potato Chip,Red Rock Canyon,NV,Kraft Boulders,Potato Chip,Mountain Project,V2,,17,-,Flash,,Pads,1,"So fun, did it so many times.",,,
3/22/2024,Boulder,red-rock-canyon-stale-chips,Stale Chips,Red Rock Canyon,NV,Kraft Boulders,Potato Chip,Mountain Project,V4,,25,-,Sent,,Pads,12,"So fun, felt hard. Match with toe drop knee, right bump, toe match to bring heel in. Balance with a back flag right under sloper, to bring left hand in, then go big for lip.",,,
3/22/2024,Boulder,red-rock-canyon-potato-chip-center,Potato Chip Center,Red Rock Canyon,NV,Kraft Boulders,Potato Chip,Mountain Project,V6-7,,40,-,Attempt,,Pads,1,Hard lmao.,,,
3/22/2024,Boulder,red-rock-canyon-potato-chip-center-direct,Potato Chip Center Direct,Red Rock Canyon,NV,Kraft Boulders,Potato Chip,Mountain Project,V8,,46,-,Attempt,,Pads,1,Hard lmao.,,,
3/22/2024,Boulder,red-rock-canyon-shitty-right-of-potato-chip,Shitty Right of Potato Chip,Red Rock Canyon,NV,Kraft Boulders,Potato Chip,-,V0,,7,-,Flash,,Pads,1,Flip flops are slippery.,,,
3/22/2024,Boulder,red-rock-canyon-shitty-right-of-potato-chips-2-,Shitty Right of Potato Chips 2 ,Red Rock Canyon,NV,Kraft Boulders,Potato Chip,-,V2,,17,-,Sent,,Pads,5,"Fucked lowball. Lay start, right heel and mantle to a painful constricting pocket. Did it without dabbing. ",,,
3/22/2024,Boulder,red-rock-canyon-poker-chips,Poker Chips,Red Rock Canyon,NV,Kraft Boulders,Potato Chip,Mountain Project,V0-1,,10,-,Sent,,Pads,3,Did it with my friends below me.,,,
3/23/2024,Boulder,red-rock-canyon-cirque-du-soleil,Cirque Du Soleil,Red Rock Canyon,NV,Red Spring Boulders,Cirque Du Soleil Boulder,Mountain Project,V3,,21,-,Sent,,Pads,10,"So fucking crazy glass. Hips in, heel and straight to divot with drag. Mantle to a press, get left thigh and then knee on, right foot down to switch hands around and right foot up.",,,
3/23/2024,Boulder,red-rock-canyon-sweet-tooth,Sweet Tooth,Red Rock Canyon,NV,Red Spring Boulders,Sweet Tooth Boulder,Mountain Project,V1,,13,-,Sent,,Pads,2,Just go up.,,,
3/23/2024,Boulder,red-rock-canyon-the-red-wave,The Red Wave,Red Rock Canyon,NV,Red Spring Boulders,Tsunami Boulder,Mountain Project,V10,,55,-,Attempt,,Pads,4,This is fucked and hard. I could pull on with a back flag.,,,
3/23/2024,Boulder,red-rock-canyon-amazing-grace,Amazing Grace,Red Rock Canyon,NV,Red Spring Boulders,Tsunami Boulder,Mountain Project,V5,,31,-,Attempt,,Pads,5,Fun climb but it broke and is hard.,,,
3/23/2024,Boulder,red-rock-canyon-the-offering-scam-stand,The Offering Scam Stand,Red Rock Canyon,NV,Red Spring Boulders,Tsunami Boulder,Mountain Project,V2,,17,-,Sent,,Pads,2,"Good climb, spooked at start but was nice.",,,
3/23/2024,Boulder,red-rock-canyon-the-offering-scam,The Offering Scam,Red Rock Canyon,NV,Red Spring Boulders,Tsunami Boulder,Mountain Project,V3,,21,-,Attempt,,Pads,1,"Hard, only tried the move once.",,,
3/23/2024,Boulder,red-rock-canyon-the-prayer,The Prayer,Red Rock Canyon,NV,Red Spring Boulders,Tsunami Boulder,Mountain Project,V6,,38,-,Attempt,,Pads,1,"Just tried once, hard but better than Amazing Grace",,,
3/24/2024,Boulder,red-rock-canyon-thing-2,Thing 2,Red Rock Canyon,NV,Sandstone Quarry,Thing 2 Boulder,-,V3,,21,-,Sent,,Pads,3,Wow. So fucking good.,,,
3/25/2024,Boulder,red-rock-canyon-jones'n,Jones'n,Red Rock Canyon,NV,Kraft Boulders,Burnout Boulder,Mountain Project,V4+,,27,-,Sent,,Pads,15,"I got so pumped. Silly. Took me a while. Start with jug left foot, go big for crimp. Heel right and drop right in to sidepull. Go left to edge and switch feet with left on good left. Rock into jug. Switch feet to come in to sidepull, and go up on marginal holds to a big mantle from slopers.",,,
3/25/2024,Boulder,red-rock-canyon-dusty-coffee-right,Dusty Coffee Right,Red Rock Canyon,NV,Kraft Boulders,Burnout Boulder,Mountain Project,V5,,31,-,Attempt,,Pads,1,Okay that's hard.,,,
3/25/2024,Boulder,red-rock-canyon-angel-dyno,Angel Dyno,Red Rock Canyon,NV,Kraft Boulders,Angel Dyno,Mountain Project,V7,,,-,Attempt,,Pads,20,"I was going right hand up, which wasn't too easy.",,,
3/25/2024,Boulder,red-rock-canyon-orange-top-blue-sky,Orange Top Blue Sky,Red Rock Canyon,NV,Kraft Boulders,Hot Tub Club,Mountain Project,V8,,,-,Attempt,,Pads,10,So fucking hard.,,,
3/26/2024,Boulder,red-rock-canyon-split-decision-sit-start,Split Decision Sit Start,Red Rock Canyon,NV,Kraft Boulders,Split Boulder,Mountain Project,V5,,,-,Attempt,,Pads,2,Crazy hard and scary.,,,
3/26/2024,Boulder,red-rock-canyon-the-pearl,The Pearl,Red Rock Canyon,NV,Kraft Boulders,The Pearl,Mountain Project,V5,,,-,Attempt,,Pads,5,"So hard. Left high and right foot on to bring right to shit, bring feet up, go up right. Missed barely. Crimped so hard it made my fingers bleed.",,,
3/26/2024,Boulder,red-rock-canyon-jenna's-jewlery,Jenna's Jewlery,Red Rock Canyon,NV,Kraft Boulders,The Pearl,Mountain Project,V3-4,,,-,Sent,,Pads,2,Easy dyno?,,,
3/26/2024,Boulder,red-rock-canyon-the-bathtub,The Bathtub,Red Rock Canyon,NV,Kraft Boulders,Hot Tub Club,Mountain Project,V5+,,,-,Attempt,,Pads,15,Cool climb. Start left and right sidepull. Bring right to smear and left to good foot and go up to undercling pinch. Stand and lift right.,,,
3/26/2024,Boulder,red-rock-canyon-orange-top-blue-sky,Orange Top Blue Sky,Red Rock Canyon,NV,Kraft Boulders,Hot Tub Club,Mountain Project,V8,,,-,Attempt,,Pads,3,Did the start again and tried crux.,,,
3/27/2024,Route,red-rock-canyon-contagion,Contagion,Red Rock Canyon,NV,La Madre Range,Lake Mead Buttress,Mountain Project,5.10b,,,-,Followed,,Bolts,1,"First multipitch! We linked a lot of pitches, and I tronsighted everything.",,,
3/27/2024,Boulder,red-rock-canyon-sleepwalker,Sleepwalker,Red Rock Canyon,NV,Black Velvet Canyon,Wet Dream Boulder,-,V16,,,-,Touched,,None,0,Holds feel deceptively good.,,,
3/27/2024,Boulder,red-rock-canyon-return-of-the-sleepwalker,Return of the Sleepwalker,Red Rock Canyon,NV,Black Velvet Canyon,Wet Dream Boulder,-,V17,,,-,Touched,,None,0,Holds feel deceptively good.,,,
3/27/2024,Boulder,red-rock-canyon-wet-dream,Wet Dream,Red Rock Canyon,NV,Black Velvet Canyon,Wet Dream Boulder,Mountain Project,V12,,,-,Touched,,None,0,"Such a rad line, would love to pull on. Looks brutal.",,,
3/27/2024,Boulder,red-rock-canyon-the-little-v4,The Little V4,Red Rock Canyon,NV,Black Velvet Canyon,The Little V4,Mountain Project,V4,,,-,Attempt,,Pads,2,Such a squeeze block.,,,
3/27/2024,Boulder,red-rock-canyon-freedom-fighter,Freedom Fighter,Red Rock Canyon,NV,Black Velvet Canyon,Twin Towers,Mountain Project,V5,,,-,Sent,,Pads,4,"Fit my style for no reason. Left foot smear, right foot edge, go right to crimp, back flag to bring right up. But left foot to edge. Go big for sidepull. Find a right foot to lift left to face, go for last hold, dyno for finish.",,,
3/27/2024,Boulder,red-rock-canyon-freedom-fighter-sit,Freedom Fighter Sit,Red Rock Canyon,NV,Black Velvet Canyon,Twin Towers,Mountain Project,V7,,,-,Attempt,,Pads,2,"Wild. Close right foot, left on ledge. Go big for an undercling.",,,
3/28/2024,Boulder,red-rock-canyon-the-wave,The Wave,Red Rock Canyon,NV,Kraft Boulders,,Mountain Project,V3,,,-,Flash,,Pads,1,,,,
3/28/2024,Boulder,red-rock-canyon-monkey-bar,Monkey Bar,Red Rock Canyon,NV,Kraft Boulders,Monkey Bar Boulder,Mountain Project,V2,,,-,Sent,,Pads,2,,,,
3/28/2024,Boulder,red-rock-canyon-monkey-bar-(direct),Monkey Bar (Direct),Red Rock Canyon,NV,Kraft Boulders,Monkey Bar Boulder,Mountain Project,V8,,,-,Attempt,,Pads,10,,,,
3/28/2024,Boulder,red-rock-canyon-other-glory-hole,Other Glory Hole,Red Rock Canyon,NV,Kraft Boulders,Monkey Bar Boulder,Mountain Project,V0,,,-,Flash,,None,1,,,,
3/28/2024,Boulder,red-rock-canyon-glory-hole,Glory Hole,Red Rock Canyon,NV,Kraft Boulders,Monkey Bar Boulder,Mountain Project,V1,,,-,Flash,,None,1,,,,
3/28/2024,Boulder,red-rock-canyon-darwin-award,Darwin Award,Red Rock Canyon,NV,Kraft Boulders,Monkey Bar Boulder,Mountain Project,V2,,,-,Flash,,None,1,,,,
3/28/2024,Boulder,red-rock-canyon-hyperglide,Hyperglide,Red Rock Canyon,NV,Kraft Boulders,Monkey Bar Boulder,Mountain Project,V5,,,-,Attempt,,Pads,1,,,,
3/28/2024,Boulder,red-rock-canyon-umpa-lumpa,Umpa Lumpa,Red Rock Canyon,NV,Kraft Boulders,Umpa Lumpa Boulder,Mountain Project,V5,,,-,Attempt,,Pads,15,,,,
3/28/2024,Boulder,red-rock-canyon-the-pork-chop,The Pork Chop,Red Rock Canyon,NV,Gateway,The Pork Chop Boulder,Mountain Project,V3,,,-,Attempt,,Pads,3,,,Moderate,
3/28/2024,Boulder,red-rock-canyon-mr.-moran,Mr. Moran,Red Rock Canyon,NV,Gateway,Mr. Moran Boulder,Mountain Project,V7,,,-,Attempt,,Pads,3,,,Hard,
3/28/2024,Boulder,red-rock-canyon-campus-problem,Campus problem,Red Rock Canyon,NV,Gateway,Mr. Moran Boulder,Mountain Project,V5-,,,-,Touched,,Pads,0,Touched,,Unknown,
3/28/2024,Boulder,red-rock-canyon-americana-exotica,Americana Exotica,Red Rock Canyon,NV,Gateway,Swirly Cliff Boulder,Mountain Project,V10,,,-,Attempt,,Pads,20,"So cool. Right flag, back three, left up , stand!",,Insane,
3/29/2024,Boulder,red-rock-canyon-cherry-garcia,Cherry Garcia,Red Rock Canyon,NV,Red Spring Boulders,Red Spring Boulder,Mountain Project,V3,,,-,Attempt,,Pads,1,,,Moderate,
3/29/2024,Boulder,red-rock-canyon-monkey-wrench,Monkey Wrench,Red Rock Canyon,NV,Red Spring Boulders,Red Spring Boulder,Mountain Project,V7-,,,-,Sent,,Pads,8,,,Moderate,
3/29/2024,Boulder,red-rock-canyon-scare-tactics-right,Scare Tactics Right,Red Rock Canyon,NV,Kraft Boulders,Bubble Butt Boulder,Mountain Project,V9,,,-,Attempt,,Pads,10,,,Hard,
3/29/2024,Boulder,red-rock-canyon-alexisizer,Alexisizer,Red Rock Canyon,NV,Kraft Boulders,Alexisizer Boulder,Mountain Project,V6,,,-,Attempt,,Pads,10,,,Hard,
3/29/2024,Boulder,red-rock-canyon-americana-exotica,Americana Exotica,Red Rock Canyon,NV,Gateway,Swirly Cliff Boulder,Mountain Project,V10,,,-,Attempt,,Pads,10,"So cool. Right flag, back three, left up , stand!",,Insane,
3/29/2024,Boulder,red-rock-canyon-dog-leash-boy,Dog Leash Boy,Red Rock Canyon,NV,Kraft Boulders,Hot Tub Club,Mountain Project,V2,,,-,Touched,,Pads,0,,,Unknown,
4/3/2024,Boulder,carver-climbing-club-naughty-karate,Naughty Karate,Carver Climbing Club,OR,Stump Boulders,Stump Boulder,Mountain Project,V10,7c+,55,-,Attempt,FALSE,Pads,5,"Feeling good on the same moves, still haven't made progress past that.",4,,
4/3/2024,Boulder,carver-climbing-club-go-again,Go Again,Carver Climbing Club,OR,Columbia Boulders,Carver Classic,Mountain Project,V1,5,13,-,Sent,TRUE,Pads,1,Easy but big bump is harder than I remember.,2,,
4/3/2024,Boulder,carver-climbing-club-triangle-face,Triangle Face,Carver Climbing Club,OR,Triangle Boulders,Triangle Boulder,Mountain Project,V7,7a+,42,-,Attempt,,Pads,5,"Much easier than I remember. The shit feet are actually juggy, the holds are good. Not bad.",3.5,,
4/3/2024,Boulder,carver-climbing-club-super-cool,Super Cool,Carver Climbing Club,OR,Columbia Boulders,Columbia Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,15,"Much better than I remember, flowing through the hard moves and almost linked.",3.5,,
4/3/2024,Boulder,carver-climbing-club-kinda-cool,Kinda Cool,Carver Climbing Club,OR,Columbia Boulders,Columbia Boulder,Mountain Project,V5-6,6c,35,-,Attempt,FALSE,Pads,2,This is fucking stupid.,1,,
4/9/2024,Boulder,meadow-day-use-area-squeeze-job-(left),Squeeze Job (Left),Meadow Day Use Area,OR,Snail Trail Area,Squeeze Boulder,-,V4,,,-,Sent,,Pads,2,,2.5,,
4/9/2024,Boulder,meadow-day-use-area-ground-chuck,Ground Chuck,Meadow Day Use Area,OR,Snail Trail Area,Snail Trail,Mountain Project,V5,7b,31,-,Attempt,,Pads,,,3,,
4/9/2024,Boulder,meadow-day-use-area-snail-trail-left,Snail Trail Left,Meadow Day Use Area,OR,Snail Trail Area,Snail Trail,Sendage,V5,7b,31,-,Attempt,,Pads,,,2.5,,
4/9/2024,Boulder,meadow-day-use-area-snail-trail,Snail Trail,Meadow Day Use Area,OR,Snail Trail Area,Snail Trail,Mountain Project,V7,7b,42,-,Attempt,,Pads,,,3,,
4/9/2024,Boulder,meadow-day-use-area-soul-train,Soul Train,Meadow Day Use Area,OR,Serendipity Area,Soul Train,Mountain Project,V8,,46,-,Attempt,,Pads,,,4,,
4/9/2024,Boulder,meadow-day-use-area-beta-police,Beta Police,Meadow Day Use Area,OR,Serendipity Area,Pessimist Wall,-,V2,,,-,Sent,,Pads,,,3,,
4/9/2024,Boulder,meadow-day-use-area-the-pessimist,The Pessimist,Meadow Day Use Area,OR,Serendipity Area,Pessimist Wall,-,V1,,,-,Flash,,Pads,,,2.5,,
4/9/2024,Boulder,meadow-day-use-area-ginger-snaps-(crack),Ginger Snaps (Crack),Meadow Day Use Area,OR,Serendipity Area,Pessimist Wall,-,V2,,,-,Attempt,,Pads,,,1,,
4/9/2024,Boulder,smith-rock-state-park-jizz-sap,Jizz Sap,Smith Rock State Park,OR,Sappy Boulders,Sappy Boulder,Mountain Project,V8,7b,46,-,Attempt,,Pads,,,4,,
4/9/2024,Boulder,smith-rock-state-park-call-of-the-unknown,Call of the Unknown,Smith Rock State Park,OR,Sappy Boulders,Sappy Boulder,Mountain Project,V9,,,-,Attempt,,Pads,,,2,,
4/9/2024,Boulder,smith-rock-state-park-rose-wall,Rose Wall,Smith Rock State Park,OR,Sappy Boulders,Sappy Boulder,Mountain Project,V3,,,-,Flash,,Pads,,,3,,
4/9/2024,Boulder,smith-rock-state-park-basalt-of-the-earth-,Basalt of the Earth ,Smith Rock State Park,OR,Sappy Boulders,Basalt Block,Mountain Project,V4-5,,,-,Attempt,,Pads,,,2.5,,
4/9/2024,Boulder,smith-rock-state-park-basalt-and-pepper,Basalt and Pepper,Smith Rock State Park,OR,Sappy Boulders,Basalt Block,Mountain Project,V3,,,-,Attempt,,Pads,,,1,,
4/20/2024,Boulder,meadow-day-use-area-snail-trail,Snail Trail,Meadow Day Use Area,OR,Snail Trail Area,Snail Trail,Mountain Project,V7,7b,42,-,Attempt,,Pads,,,3,,
4/20/2024,Boulder,meadow-day-use-area-soul-train,Soul Train,Meadow Day Use Area,OR,Serendipity Area,Soul Train,Mountain Project,V8,,46,-,Attempt,,Pads,,,4,,
4/21/2024,Route,smith-rock-state-park-pioneer-route-(p1),Pioneer Route (P1),Smith Rock State Park,OR,Monkey Face,-,Mountain Project,5.6,,,-,Followed,,Trad.,1,"A little spooky, never had the rope tight following, on trad gear for the first time, and the crux was just a weird flaring chimney and a style I'm not used to.",2,Easy,
4/21/2024,Route,smith-rock-state-park-pioneer-route-(p2),Pioneer Route (P2),Smith Rock State Park,OR,Monkey Face,-,Mountain Project,C0,,,-,Aid,,Bolts,1,"So weird, bolt ladder, would have loved a foot step. Just pulled my way through it. Mantle at the end was heady and hard. Mono pulled on a bolt.",1,Moderate,
4/21/2024,Route,smith-rock-state-park-pioneer-route-(p3-4),Pioneer Route (P3-4),Smith Rock State Park,OR,Monkey Face,-,Mountain Project,5.7,,,-,Followed,,Trad.,1,"Wow, that was amazing. Such good exposure, easy. Not any holds on last bit.",4.5,Easy,
4/30/2024,Route,smith-rock-state-park-lost-in-space-(p1),Lost in Space (P1),Smith Rock State Park,OR,Smith Rock Group,Northeast Face,Mountain Project,5.6,,,-,Followed,,Bolts,1,Fun chimney and easy climbing that's pretty mindful. Found out that chimney's with a backpack and camelback really do fucking suck. Followed close to Eva.,3,Easy,
4/30/2024,Route,smith-rock-state-park-lost-in-space-(p2),Lost in Space (P2),Smith Rock State Park,OR,Smith Rock Group,Northeast Face,Mountain Project,5.11a,,,-,Followed,,Bolts,1,"A bit tricky, I did some beta that was a bit reachy but made it work after watching Zach do it. Followed by Eva. Heady getting back into the exposure. Think hold broke",3.5,Easy,
4/30/2024,Route,smith-rock-state-park-lost-in-space-(p3),Lost in Space (P3),Smith Rock State Park,OR,Smith Rock Group,Northeast Face,Mountain Project,5.10a,,,-,Followed,,Bolts,1,"Such an amazing pitch on exactly what I'd think Smith style would be. Great feet on nubs, and small hands. Feet get so tired but so rewarding with great exposure. Finish it off with a great mantle.",4,Easy,
4/30/2024,Route,smith-rock-state-park-lost-in-space-(p4),Lost in Space (P4),Smith Rock State Park,OR,Smith Rock Group,Northeast Face,Mountain Project,5.9,,,-,Followed,,Bolts,1,"Absolute choss, but nice none the less.",3,Moderate,
4/30/2024,Route,smith-rock-state-park-voyage-of-the-cowdog-(p1-2),Voyage of the Cowdog (P1-2),Smith Rock State Park,OR,Picnic Lunch Wall,-,Mountain Project,5.8+,,,-,Followed,,Bolts,1,"Fun, big hands and smeary feet. Nice tucked in a canyon. Get's a tad tricky but it all works out. Steepens towards the end.",3,Free,
4/30/2024,Route,smith-rock-state-park-voyage-of-the-cowdog-(p3),Voyage of the Cowdog (P3),Smith Rock State Park,OR,Picnic Lunch Wall,-,Mountain Project,5.8,,,-,Followed,,Bolts,1,"Cool pitch, not as much exposure as I thought there would be. The wind was relentless though.",3.5,Free,
4/30/2024,Route,smith-rock-state-park-monkey-space-(p1),Monkey Space (P1),Smith Rock State Park,OR,Monkey Face,-,Mountain Project,5.11a,,,-,Hung,,Bolts,1,"That was fucking hard and so scary. Traverse, so following would swing you out over the edge of the overhang. Absolute nails. I found such good flow. The wind was crazy, and I just didn't think much about what was happening. So cold and scared after watching Eva follow. I ended up grabbing a draw as it veers upwards.",4,Hard,
4/30/2024,Route,smith-rock-state-park-west-face-variation-(p1),West Face Variation (P1),Smith Rock State Park,OR,Monkey Face,-,Mountain Project,5.8,,,-,Followed,,Trad.,1,"What a fucking weird pitch. I thought I hated it, ended up loving it. The flaring chimney had no feet, just smeary glass. I used my knees. Cleaning trad gear was harder than I thought. The first boulder was difficult and grunted my way through it.",3.5,Moderate,
4/30/2024,Route,smith-rock-state-park-west-face-variation-(p2-3),West Face Variation (P2-3),Smith Rock State Park,OR,Monkey Face,-,Mountain Project,5.8,,,-,Followed,,Trad.,1,"Zach ran it out, pitch wasn't so bad. Lots of leaning back.",3,Easy,
5/11/2024,Boulder,carver-climbing-club-naughty-karate,Naughty Karate,Carver Climbing Club,OR,Stump Boulders,Stump Boulder,Mountain Project,V10,7c+,55,-,Attempt,FALSE,Pads,1,,,Hard,
5/11/2024,Boulder,carver-climbing-club-southpaw,Southpaw,Carver Climbing Club,OR,Stump Boulders,Stump Boulder,Mountain Project,V11,,,-,Attempt,FALSE,Pads,2,,,Hard,
5/11/2024,Boulder,carver-climbing-club-open-kamono,Open Kamono,Carver Climbing Club,OR,Stump Boulders,Stump Boulder,-,V7-8,,,-,Attempt,FALSE,Pads,5,,,Insane,
5/13/2024,Boulder,the-garden-climbing-enchilada,Enchilada,The Garden Climbing,OR,Garden Main,E's V7,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,5,Some attempts but finger hurt.,,Hard,
